time;Азимут:;Наклон:;Крен:
1509976340.69;81.850;-4.444;-178.885
1509976340.71;82.042;-7.117;-176.117
1509976340.717;81.156;-7.117;-176.117
1509976340.731;80.941;-3.805;-179.279
1509976340.751;80.962;-6.803;-177.722
1509976340.756;81.365;-6.803;-177.722
1509976340.772;81.375;-8.891;-177.428
1509976340.792;81.002;-4.974;178.064
1509976340.812;81.282;-6.471;-178.494
1509976340.832;82.131;-9.497;-172.688
1509976340.833;81.538;-9.497;-172.688
1509976340.851;80.804;-4.148;-177.102
1509976340.872;80.694;-1.760;179.650
1509976340.891;80.881;-5.158;-176.253
1509976340.913;81.041;-5.670;-174.642
1509976340.914;80.620;-5.670;-174.642
1509976340.933;80.321;-3.366;-178.250
1509976340.952;80.354;-6.840;-177.396
1509976340.972;80.540;-5.847;-175.552
1509976340.986;79.507;-5.847;-175.552
1509976340.99;79.408;-6.429;-176.654
1509976341.011;79.247;-3.893;-178.539
1509976341.027;79.178;-3.893;-178.539
1509976341.032;79.068;-6.174;-179.047
1509976341.052;78.877;-6.713;179.537
1509976341.073;79.069;-4.441;-179.668
1509976341.093;79.378;-5.942;-176.139
1509976341.102;78.714;-5.942;-176.139
1509976341.112;78.910;-6.951;-174.648
1509976341.132;78.468;-4.672;-178.798
1509976341.153;78.367;-8.683;-179.012
1509976341.173;78.554;-6.205;-177.723
1509976341.179;79.266;-6.205;-177.723
1509976341.193;79.193;-5.028;-178.561
1509976341.213;78.967;-8.298;-179.810
1509976341.232;79.037;-8.469;-179.319
1509976341.253;79.002;-6.707;-179.924
1509976341.257;78.123;-6.707;-179.924
1509976341.273;78.264;-3.931;-178.086
1509976341.294;78.491;-3.998;-174.284
1509976341.295;78.878;-3.998;-174.284
1509976341.313;79.030;-4.929;-173.209
1509976341.333;78.606;-3.174;-178.652
1509976341.353;78.524;-5.115;-179.852
1509976341.374;78.940;-7.303;-176.397
1509976341.378;77.840;-7.303;-176.397
1509976341.393;77.694;-4.722;-176.519
1509976341.413;77.739;-8.302;-177.604
1509976341.433;77.426;-5.343;-179.879
1509976341.448;76.976;-5.343;-179.879
1509976341.452;77.069;-3.866;-178.562
1509976341.473;77.066;-5.329;-178.888
1509976341.493;77.292;-6.510;-176.942
1509976341.514;77.311;-5.021;-175.709
1509976341.527;76.961;-5.021;-175.709
1509976341.533;77.056;-7.081;-176.278
1509976341.553;76.753;-6.754;-178.901
1509976341.564;75.728;-6.754;-178.901
1509976341.576;75.558;-4.958;179.332
1509976341.594;75.801;-4.257;-177.683
1509976341.614;75.932;-7.183;-177.224
1509976341.633;75.743;-4.976;-178.576
1509976341.642;76.768;-4.976;-178.576
1509976341.653;76.921;-7.465;-177.581
1509976341.675;77.067;-8.021;-176.602
1509976341.694;77.140;-9.179;-176.525
1509976341.717;76.970;-7.347;-177.138
1509976341.719;76.318;-7.347;-177.138
1509976341.737;76.239;-4.443;-175.393
1509976341.754;76.313;-6.396;-176.518
1509976341.776;75.808;-3.334;178.029
1509976341.794;75.919;-2.374;179.877
1509976341.795;74.920;-2.374;179.877
1509976341.815;75.287;-4.838;-175.386
1509976341.835;75.199;-3.501;-174.074
1509976341.836;74.636;-3.501;-174.074
1509976341.855;74.543;-2.900;-175.288
1509976341.876;74.430;-5.145;-179.440
1509976341.895;74.579;-5.921;-178.054
1509976341.91;73.996;-5.921;-178.054
1509976341.917;74.054;-4.195;-176.247
1509976341.935;74.205;-5.733;-175.498
1509976341.976;73.647;-5.807;178.474
1509976341.977;73.585;-7.956;178.290
1509976341.986;73.379;-7.956;178.290
1509976341.994;73.980;-6.702;-177.084
1509976342.014;74.049;-4.630;-175.377
1509976342.035;73.872;-6.612;-178.048
1509976342.056;73.834;-7.607;-178.472
1509976342.064;73.508;-7.607;-178.472
1509976342.075;73.411;-3.959;-178.491
1509976342.097;73.306;-4.584;-179.990
1509976342.104;73.403;-4.584;-179.990
1509976342.118;73.726;-7.504;-177.541
1509976342.136;73.870;-5.949;-174.832
1509976342.156;73.656;-3.853;-175.512
1509976342.175;73.635;-5.418;-177.351
1509976342.178;73.930;-5.418;-177.351
1509976342.197;74.123;-8.835;-176.825
1509976342.218;73.808;-6.302;-178.764
1509976342.238;73.818;-2.632;-178.546
1509976342.255;74.073;-7.320;-176.633
1509976342.257;74.221;-7.320;-176.633
1509976342.275;74.025;-5.408;-177.566
1509976342.297;73.770;-3.811;179.403
1509976342.316;73.937;-5.061;-178.509
1509976342.333;73.644;-5.061;-178.509
1509976342.338;74.194;-7.501;-174.225
1509976342.357;73.949;-7.089;-176.267
1509976342.373;73.154;-7.089;-176.267
1509976342.377;72.722;-6.413;179.871
1509976342.397;72.780;-4.534;-179.184
1509976342.417;73.095;-5.806;-175.817
1509976342.438;73.020;-5.393;-176.413
1509976342.447;73.070;-5.393;-176.413
1509976342.457;72.726;-4.277;179.459
1509976342.477;72.694;-5.744;179.255
1509976342.496;73.268;-7.849;-176.097
1509976342.517;73.661;-9.309;-174.024
1509976342.525;73.390;-9.309;-174.024
1509976342.536;72.688;-4.974;-177.206
1509976342.558;72.541;-5.582;-179.348
1509976342.58;72.641;-5.581;-178.203
1509976342.599;72.455;-3.332;179.849
1509976342.603;72.813;-3.332;179.849
1509976342.619;72.689;-6.090;178.655
1509976342.638;73.230;-8.313;-177.238
1509976342.639;72.506;-8.313;-177.238
1509976342.657;72.394;-5.676;-176.024
1509976342.677;72.231;-6.156;-178.467
1509976342.698;72.108;-4.248;-178.978
1509976342.718;72.332;-4.891;-175.914
1509976342.719;72.244;-4.891;-175.914
1509976342.738;72.302;-5.007;-175.077
1509976342.757;72.380;-6.219;-175.682
1509976342.778;72.227;-8.543;-178.874
1509976342.795;72.502;-8.543;-178.874
1509976342.799;72.076;-7.712;178.075
1509976342.82;72.039;-8.524;177.709
1509976342.84;72.601;-7.580;-177.367
1509976342.859;72.614;-4.848;-172.642
1509976342.872;72.172;-4.848;-172.642
1509976342.88;72.128;-5.049;-174.860
1509976342.9;71.935;-5.369;-179.018
1509976342.91;71.328;-5.369;-179.018
1509976342.922;71.298;-5.105;-179.188
1509976342.939;71.273;-4.288;-178.672
1509976342.959;71.505;-5.362;-176.169
1509976342.978;71.497;-5.260;-176.100
1509976342.987;70.936;-5.260;-176.100
1509976342.998;70.817;-5.669;-178.597
1509976343.019;70.903;-7.885;-179.455
1509976343.039;70.750;-6.411;179.996
1509976343.058;70.936;-7.264;-178.682
1509976343.063;70.424;-7.264;-178.682
1509976343.079;70.693;-7.733;-176.343
1509976343.1;70.184;-3.242;-176.933
1509976343.119;70.361;-6.078;-178.264
1509976343.139;70.444;-7.503;-178.685
1509976343.14;70.984;-7.503;-178.685
1509976343.159;71.080;-6.752;-176.854
1509976343.179;71.048;-7.009;-177.547
1509976343.181;70.434;-7.009;-177.547
1509976343.201;70.528;-7.299;-176.819
1509976343.221;70.543;-7.139;-176.444
1509976343.24;70.251;-5.859;-178.606
1509976343.256;70.705;-5.859;-178.606
1509976343.261;70.427;-2.907;179.875
1509976343.279;70.849;-6.360;-177.294
1509976343.301;70.755;-8.429;179.755
1509976343.32;70.466;-5.110;178.788
1509976343.334;69.646;-5.110;178.788
1509976343.339;69.715;-3.665;-177.677
1509976343.361;69.781;-3.784;-175.426
1509976343.371;70.162;-3.784;-175.426
1509976343.382;70.358;-5.406;-175.429
1509976343.4;70.142;-5.997;-179.565
1509976343.421;70.472;-7.844;-177.638
1509976343.44;70.609;-7.399;-175.544
1509976343.453;69.926;-7.399;-175.544
1509976343.46;69.501;-5.532;-178.448
1509976343.482;69.304;-4.134;179.942
1509976343.501;69.401;-4.770;-179.038
1509976343.519;69.409;-5.897;179.801
1509976343.531;69.553;-5.897;179.801
1509976343.539;69.829;-8.283;-179.335
1509976343.56;69.830;-6.541;-177.274
1509976343.58;70.022;-7.624;-176.551
1509976343.599;70.001;-7.595;-176.755
1509976343.602;70.105;-7.595;-176.755
1509976343.62;69.685;-4.288;-177.285
1509976343.64;69.337;0.493;-179.978
1509976343.642;68.718;0.493;-179.978
1509976343.661;68.796;4.262;178.057
1509976343.682;68.723;0.175;-179.671
1509976343.702;69.224;-5.108;-174.907
1509976343.723;69.030;-5.108;-174.907
1509976343.726;69.092;-5.592;-175.269
1509976343.745;69.401;-7.676;-175.543
1509976343.76;69.060;-7.851;-179.712
1509976343.782;68.895;-6.179;-179.880
1509976343.799;68.130;-6.179;-179.880
1509976343.801;68.341;-6.423;-176.923
1509976343.824;68.365;-6.469;-176.613
1509976343.843;68.422;-8.776;-179.725
1509976343.863;68.328;-7.961;-179.736
1509976343.87;68.351;-7.961;-179.736
1509976343.88;68.454;-6.709;-175.954
1509976343.9;68.510;-7.456;-176.980
1509976343.911;68.130;-7.456;-176.980
1509976343.92;67.708;-5.232;-178.673
1509976343.942;67.995;-6.248;-175.120
1509976343.963;68.155;-8.336;-178.604
1509976343.982;67.754;-5.572;-178.664
1509976343.989;67.674;-5.572;-178.664
1509976344.001;67.737;-5.046;-174.001
1509976344.021;67.875;-7.849;-179.636
1509976344.042;67.690;-6.557;179.825
1509976344.061;67.938;-5.949;-172.573
1509976344.063;67.102;-5.949;-172.573
1509976344.083;67.128;-6.332;-174.656
1509976344.101;66.827;-5.708;-179.482
1509976344.121;66.803;-4.924;-177.945
1509976344.146;67.012;-6.319;-177.396
1509976344.147;67.221;-6.319;-177.396
1509976344.162;67.273;-9.070;179.012
1509976344.18;66.720;-9.070;179.012
1509976344.182;67.044;-7.693;-174.220
1509976344.203;66.732;-6.006;-173.115
1509976344.222;66.232;-4.688;177.677
1509976344.247;66.587;-5.445;-175.214
1509976344.255;65.795;-5.445;-175.214
1509976344.262;66.226;-11.590;178.887
1509976344.282;65.443;-3.202;-178.306
1509976344.303;66.503;-8.645;-173.204
1509976344.321;65.751;-5.218;-175.548
1509976344.332;65.745;-5.218;-175.548
1509976344.344;65.959;-7.306;-177.350
1509976344.363;65.606;-6.337;179.137
1509976344.383;65.400;-3.004;-173.417
1509976344.404;66.101;-7.018;-173.832
1509976344.41;65.691;-7.018;-173.832
1509976344.422;65.623;-9.372;179.607
1509976344.444;65.094;-3.862;-177.757
1509976344.447;64.736;-3.862;-177.757
1509976344.463;64.822;-4.234;-173.648
1509976344.484;64.934;-8.180;179.043
1509976344.503;64.920;-7.821;179.202
1509976344.523;64.614;-2.826;-174.358
1509976344.528;64.286;-2.826;-174.358
1509976344.543;65.013;-7.803;-176.387
1509976344.563;64.640;-6.674;-179.832
1509976344.584;64.761;-5.660;-173.040
1509976344.604;64.646;-6.220;-178.993
1509976344.605;64.269;-6.220;-178.993
1509976344.628;64.032;-5.856;177.933
1509976344.643;64.240;-4.751;-174.281
1509976344.665;64.418;-5.798;-173.849
1509976344.68;63.766;-5.798;-173.849
1509976344.684;63.807;-6.593;-176.773
1509976344.703;64.432;-8.838;-172.157
1509976344.717;63.345;-8.838;-172.157
1509976344.727;64.744;-12.435;-164.317
1509976344.743;62.223;-5.990;175.393
1509976344.763;62.099;0.482;175.135
1509976344.784;61.987;-0.722;-177.523
1509976344.794;62.661;-0.722;-177.523
1509976344.803;63.050;-5.096;-175.925
1509976344.824;62.712;-1.472;-178.379
1509976344.844;63.162;-6.272;-176.470
1509976344.866;63.018;-6.236;-178.827
1509976344.872;62.959;-6.236;-178.827
1509976344.884;62.911;-5.962;-179.257
1509976344.904;63.272;-7.451;-176.113
1509976344.927;63.077;-5.971;-177.124
1509976344.946;62.776;-5.027;179.400
1509976344.948;63.360;-5.027;179.400
1509976344.964;63.439;-6.574;179.817
1509976344.984;63.575;-7.942;-179.475
1509976344.985;63.523;-7.942;-179.475
1509976345.004;63.656;-6.037;-176.434
1509976345.024;63.627;-4.905;-174.992
1509976345.069;63.599;-5.536;-176.706
1509976345.071;63.609;-7.394;-178.309
1509976345.072;63.676;-7.394;-178.309
1509976345.085;63.528;-6.303;-179.227
1509976345.105;63.479;-5.657;-179.462
1509976345.124;63.674;-6.770;-177.829
1509976345.141;63.101;-6.770;-177.829
1509976345.144;63.111;-6.403;-177.256
1509976345.166;63.129;-6.345;-176.901
1509976345.188;63.122;-5.922;-176.348
1509976345.207;62.959;-5.682;-178.719
1509976345.217;63.393;-5.682;-178.719
1509976345.225;63.467;-6.845;-178.681
1509976345.245;63.511;-6.383;-177.736
1509976345.255;62.643;-6.383;-177.736
1509976345.265;62.619;-5.809;-177.536
1509976345.288;62.658;-6.234;-177.401
1509976345.306;62.630;-6.305;-177.840
1509976345.325;62.691;-6.622;-177.342
1509976345.331;62.575;-6.622;-177.342
1509976345.345;62.550;-5.930;-176.914
1509976345.366;62.476;-5.920;-178.021
1509976345.386;62.451;-6.242;-178.626
1509976345.407;62.456;-6.242;-178.555
1509976345.409;64.044;-6.242;-178.555
1509976345.425;64.086;-6.200;-177.990
1509976345.444;64.119;-6.154;-177.496
1509976345.465;64.146;-6.176;-177.145
1509976345.489;64.167;-6.354;-177.052
1509976345.49;62.657;-6.354;-177.052
1509976345.507;62.568;-6.123;-178.062
1509976345.528;62.603;-6.361;-177.789
1509976345.53;63.111;-6.361;-177.789
1509976345.546;63.115;-6.236;-177.637
1509976345.566;63.103;-5.947;-177.558
1509976345.586;63.129;-6.012;-177.260
1509976345.604;62.658;-6.012;-177.260
1509976345.606;62.493;-6.337;-179.757
1509976345.628;62.605;-6.700;-178.667
1509976345.647;62.635;-5.689;-177.227
1509976345.667;62.573;-5.425;-177.936
1509976345.677;63.049;-5.425;-177.936
1509976345.687;62.999;-6.249;-179.181
1509976345.709;63.185;-5.298;-175.306
1509976345.729;63.136;-5.296;-176.308
1509976345.749;63.054;-5.817;-178.200
1509976345.756;63.183;-5.817;-178.200
1509976345.771;63.233;-5.816;-177.407
1509976345.787;63.222;-5.996;-177.804
1509976345.794;63.743;-5.996;-177.804
1509976345.807;63.767;-6.610;-178.206
1509976345.829;63.990;-8.375;-177.530
1509976345.848;63.913;-7.460;-177.331
1509976345.867;63.709;-5.557;-177.743
1509976345.87;63.451;-5.557;-177.743
1509976345.888;63.510;-6.545;-178.256
1509976345.908;63.520;-6.015;-177.274
1509976345.929;63.548;-5.854;-176.366
1509976345.949;63.531;-6.013;-177.062
1509976345.951;63.599;-6.013;-177.062
1509976345.973;63.488;-6.152;-179.058
1509976345.99;63.589;-6.592;-178.135
1509976346.007;63.749;-6.798;-175.980
1509976346.024;63.235;-6.798;-175.980
1509976346.028;63.007;-5.121;-176.882
1509976346.048;63.210;-7.266;-177.202
1509976346.063;64.433;-7.266;-177.202
1509976346.069;64.668;-7.617;-174.478
1509976346.09;64.819;-7.727;-172.144
1509976346.108;64.557;-7.179;-175.273
1509976346.129;64.380;-8.114;-178.745
1509976346.14;69.416;-8.114;-178.745
1509976346.151;69.570;-5.812;-176.437
1509976346.168;69.488;-3.440;-175.935
1509976346.189;69.323;-3.099;-179.117
1509976346.208;68.541;-4.391;173.009
1509976346.217;75.937;-4.391;173.009
1509976346.229;75.379;-6.501;172.202
1509976346.25;77.016;-2.839;-177.748
1509976346.268;76.950;1.812;-166.999
1509976346.29;77.300;-1.420;-165.738
1509976346.293;78.536;-1.420;-165.738
1509976346.31;79.467;-10.665;-171.245
1509976346.329;79.036;-7.704;-172.152
1509976346.333;87.423;-7.704;-172.152
1509976346.351;88.446;2.311;155.593
1509976346.371;91.883;8.414;158.404
1509976346.391;87.310;-0.933;-178.921
1509976346.41;85.884;-4.748;171.094
1509976346.411;94.109;-4.748;171.094
1509976346.43;95.286;-2.049;169.276
1509976346.45;93.204;-7.442;173.622
1509976346.469;91.888;-10.959;173.928
1509976346.486;93.462;-10.959;173.928
1509976346.489;93.955;-9.276;172.419
1509976346.511;91.090;-14.770;170.685
1509976346.531;94.202;-9.407;174.683
1509976346.549;99.020;0.830;164.366
1509976346.565;97.622;0.830;164.366
1509976346.569;96.822;0.448;171.272
1509976346.592;96.764;2.334;-177.598
1509976346.603;97.148;2.334;-177.598
1509976346.609;95.717;-3.052;178.615
1509976346.63;95.424;-5.096;-175.496
1509976346.65;96.601;1.167;-171.476
1509976346.673;98.591;8.803;-177.209
1509976346.678;107.931;8.803;-177.209
1509976346.691;108.542;10.680;-178.972
1509976346.711;107.514;7.915;-175.409
1509976346.73;106.392;-1.581;-168.911
1509976346.75;105.550;5.961;-155.506
1509976346.754;120.660;5.961;-155.506
1509976346.771;121.790;3.820;-168.421
1509976346.793;123.186;0.426;178.705
1509976346.812;121.960;-2.614;-179.205
1509976346.83;124.449;12.319;-176.596
1509976346.831;135.800;12.319;-176.596
1509976346.851;127.217;19.487;-150.629
1509976346.87;140.394;9.689;172.743
1509976346.872;153.778;9.689;172.743
1509976346.892;142.613;11.774;-175.392
1509976346.911;132.420;6.777;-165.895
1509976346.932;137.276;12.246;-168.542
1509976346.951;103.294;12.246;-168.542
1509976346.953;117.327;16.398;-172.825
1509976346.971;120.666;17.453;-173.465
1509976346.991;130.957;16.113;179.744
1509976347.011;115.430;13.388;-176.793
1509976347.023;56.810;13.388;-176.793
1509976347.03;60.847;11.309;-168.383
1509976347.051;58.990;15.873;179.914
1509976347.072;42.218;16.522;172.573
1509976347.093;26.762;13.629;171.196
1509976347.101;16.621;13.629;171.196
1509976347.115;-0.437;7.776;167.523
1509976347.133;-8.449;1.895;164.073
1509976347.14;14.398;1.895;164.073
1509976347.154;4.812;-2.721;161.242
1509976347.171;-0.099;-7.607;159.240
1509976347.191;-5.869;-10.881;156.105
1509976347.212;-21.287;-15.727;145.584
1509976347.218;2.370;-15.727;145.584
1509976347.233;-16.202;-18.556;135.426
1509976347.251;-14.959;-19.989;135.818
1509976347.272;-18.686;-25.704;131.997
1509976347.299;-27.300;-35.691;122.234
1509976347.3;-4.389;-35.691;122.234
1509976347.312;-8.430;-34.890;119.623
1509976347.334;-18.653;-34.383;112.821
1509976347.335;18.685;-34.383;112.821
1509976347.352;6.624;-34.985;105.238
1509976347.372;-16.378;-30.467;91.832
1509976347.394;-46.796;-30.757;69.946
1509976347.41;-15.185;-30.757;69.946
1509976347.411;-34.344;-31.273;57.898
1509976347.432;-34.944;-33.438;56.377
1509976347.453;-36.090;-27.519;58.732
1509976347.473;-45.915;-21.485;56.255
1509976347.485;-15.496;-21.485;56.255
1509976347.494;-35.239;-15.151;50.023
1509976347.513;-53.684;-12.230;42.100
1509976347.532;-60.814;-7.133;43.906
1509976347.553;-63.420;-5.733;44.324
1509976347.562;-25.863;-5.733;44.324
1509976347.573;-28.610;-6.675;42.946
1509976347.593;-53.513;-5.653;31.881
1509976347.6;-31.335;-5.653;31.881
1509976347.615;-61.258;-1.355;22.084
1509976347.634;-57.099;-5.799;18.385
1509976347.654;-44.351;-8.244;24.244
1509976347.673;-33.283;-6.942;30.386
1509976347.678;-5.187;-6.942;30.386
1509976347.693;-4.092;-4.420;30.906
1509976347.713;-21.120;-0.521;27.547
1509976347.734;-31.283;-1.344;24.484
1509976347.755;-36.775;-5.941;19.390
1509976347.756;-30.142;-5.941;19.390
1509976347.774;-24.459;-11.942;18.915
1509976347.794;-15.725;-12.633;22.613
1509976347.815;-13.937;-4.790;25.245
1509976347.833;-33.622;-3.196;19.751
1509976347.834;-24.604;-3.196;19.751
1509976347.857;-33.614;-7.243;14.237
1509976347.871;-34.648;-7.243;14.237
1509976347.873;-13.030;-11.908;20.533
1509976347.894;7.335;-16.627;28.467
1509976347.915;14.309;-16.351;31.533
1509976347.934;11.604;-15.490;30.153
1509976347.948;17.272;-15.490;30.153
1509976347.954;13.787;-14.356;28.325
1509976347.974;15.193;-13.879;28.807
1509976347.997;17.101;-13.619;29.546
1509976348.016;17.627;-13.177;29.640
1509976348.023;17.996;-13.177;29.640
1509976348.035;9.690;-13.724;26.494
1509976348.055;1.366;-12.848;23.307
1509976348.075;11.291;-12.446;26.877
1509976348.094;22.228;-13.270;31.428
1509976348.101;21.685;-13.270;31.428
1509976348.115;35.523;-13.016;38.272
1509976348.163;21.363;-15.480;32.071
1509976348.164;20.447;-15.480;32.071
1509976348.165;4.135;-16.992;25.020
1509976348.174;5.619;-16.634;25.647
1509976348.194;5.935;-15.175;25.647
1509976348.215;4.371;-13.781;24.899
1509976348.216;-0.813;-13.781;24.899
1509976348.236;-4.594;-12.915;23.483
1509976348.256;-7.171;-13.466;22.437
1509976348.277;-7.185;-16.268;22.105
1509976348.298;-1.192;-16.288;24.702
1509976348.299;-1.458;-16.288;24.702
1509976348.315;8.981;-16.896;29.238
1509976348.337;5.772;-17.526;27.885
1509976348.358;0.216;-16.583;25.412
1509976348.372;-2.763;-16.583;25.412
1509976348.374;-1.125;-17.060;26.091
1509976348.395;8.254;-18.194;30.270
1509976348.411;9.425;-18.194;30.270
1509976348.415;16.867;-16.267;33.053
1509976348.436;10.796;-14.965;30.301
1509976348.455;3.098;-14.719;27.380
1509976348.475;-0.835;-16.095;25.913
1509976348.49;-4.686;-16.095;25.913
